brd_label_brand,category_label,dsm_code,product_nature_label,product_code,model_r3,start_at,end_at,life_time,start_year_at
OLAIAN,CLOTHING,114485,BIKINI TOP,72422,8384103,2017-03-05,2020-07-19,1232,2020
NYAMBA,CLOTHING,142445,LEGGINGS,115096,8367328,2016-06-19,2018-08-05,777,2018
CAPERLAN,FOOTWEAR,6528,WADERS,64102,8125913,2012-01-08,2015-11-08,1400,2015
SOLOGNAC,CLOTHING,112409,BODY PROTECTOR,110971,8335443,2015-08-23,2020-08-16,1820,2020
NEWFEEL,FOOTWEAR,X8309062,SHOES,73257,8309062,2014-03-30,2016-07-03,826,2016
TRIBORD,CLOTHING,X8240712,BOARDSHORTS,103142,8240712,2013-03-03,2014-07-27,511,2014
DOMYOS,CLOTHING,8843,JACKET,104688,8279389,2013-08-11,2015-04-05,602,2015
ARTENGO,CLOTHING,2454,SOCKS,75575,8324400,2015-01-04,2016-10-16,651,2016
ARTENGO,CLOTHING,X8153209,SHORTS,57092,8153209,2012-01-01,2012-07-22,203,2012
FOUGANZA,CLOTHING,12108,BREECHES,108150,8327161,2015-02-01,2019-10-06,1708,2019
QUECHUA,CLOTHING,106546,TROUSERS,109032,8329075,2015-02-01,2016-06-12,497,2016
SOLOGNAC,CLOTHING,179412,LONG-SLEEVED T-SHIRT,127757,8494170,2018-08-12,2021-08-22,1106,2021
FOUGANZA,CLOTHING,X8204530,SOCKS,41743,8204530,2012-01-22,2012-09-02,224,2012
OXELO,CLOTHING,X8074004,SOCKS,56159,8074004,2012-01-01,2015-07-12,1288,2015
QUECHUA,CLOTHING,X8192262,OVERSHIRT,100767,8192262,2012-01-01,2012-11-18,322,2012
NABAIJI,CLOTHING,X8245315,RAIN CAPE,104671,8245315,2012-11-04,2013-08-11,280,2013
DOMYOS,CLOTHING,122706,SPORTS BRA,112939,8350734,2015-12-06,2017-05-28,539,2017
KALENJI,CLOTHING,101104,WINDBREAKER,110653,8341440,2015-08-16,2017-09-24,770,2017
TRIBORD,CLOTHING,9921,2 PIECES SWIMSUIT,62496,8329957,2015-03-08,2017-02-26,721,2017
TRIBORD,CLOTHING,9922,BIKINI,100641,8301260,2014-02-23,2021-04-18,2611,2021
KIPSTA,CLOTHING,X8316025,TROUSERS,102171,8316025,2016-01-24,2018-05-13,840,2018
QUECHUA,CLOTHING,107927,JACKET,111739,8343853,2015-11-22,2017-01-22,427,2017
FOUGANZA,CLOTHING,X8203939,SHORT-SLEEVED POLO SHIRT,78795,8203939,2012-02-19,2013-06-23,490,2013
FOUGANZA,CLOTHING,2715,SOCKS,78905,8392933,2017-08-27,2019-10-27,791,2019
DOMYOS,CLOTHING,X8201177,T-SHIRT,101360,8201177,2012-01-08,2013-10-20,651,2013
KALENJI,CLOTHING,5587,SPORTS BRA,105768,8297687,2014-02-09,2015-05-03,448,2015
KIPSTA,FOOTWEAR,9003,SHOES,86178,8301010,2014-05-25,2016-07-03,770,2016
FOUGANZA,CLOTHING,142865,BREECHES,115284,8380255,2017-03-19,2018-07-08,476,2018
DOMYOS,CLOTHING,X8248547,SPORTS BRA,103484,8248547,2013-02-24,2015-01-18,693,2015
QUECHUA,CLOTHING,X8224390,TROUSERS,102131,8224390,2012-09-02,2013-11-17,441,2013
TRIBORD,CLOTHING,1370,TOP,74068,8330782,2015-02-22,2016-12-04,651,2016
OLAIAN,FOOTWEAR,149358,FLIP-FLOPS,120245,8386416,2017-03-12,2020-07-05,1211,2020
BTWIN,CLOTHING,X8165833,SUIT,55840,8165833,2012-01-08,2013-05-26,504,2013
DOMYOS,CLOTHING,X8038200,LONGJOHNS,75381,8038200,2012-01-01,2013-12-15,714,2013
QUECHUA,CLOTHING,109465,T-SHIRT,109616,8355082,2016-02-07,2017-09-10,581,2017
INOVIK,CLOTHING,171918,TROUSERS,126058,8397761,2017-10-08,2019-10-27,749,2019
FOUGANZA,CLOTHING,102921,LONG-SLEEVED POLO SHIRT,107915,8339745,2015-08-09,2017-09-03,756,2017
FOUGANZA,FOOTWEAR,1975,RIDING BOOTS,80489,8209614,2013-06-02,2015-09-13,833,2015
NABAIJI,CLOTHING,X8271216,SWIMMING COSTUME,103655,8271216,2013-04-07,2014-08-10,490,2014
DOMYOS,CLOTHING,X8239222,TROUSERS,103562,8239222,2013-01-06,2014-09-07,609,2014
TRIBORD,CLOTHING,X8242956,JACKET,66714,8242956,2013-03-03,2015-08-02,882,2015
DOMYOS,CLOTHING,8265,T-SHIRT,104892,8311484,2014-06-22,2015-06-07,350,2015
DOMYOS,CLOTHING,111707,WRAP-AROUND TOP,109899,8325918,2014-12-21,2021-03-28,2289,2021
TRIBORD,CLOTHING,X8202148,JACKET,100844,8202148,2012-02-12,2013-06-30,504,2013
TRIBORD,CLOTHING,5229,SLICKERS,104003,8510326,2018-09-30,2021-09-05,1071,2021
QUECHUA,CLOTHING,5323,JACKET,103703,8330801,2015-03-01,2016-08-21,539,2016
WEDZE,FOOTWEAR,13571,SHOES,89313,8342977,2015-11-29,2019-11-10,1442,2019
DOMYOS,CLOTHING,X8084084,TANK,58166,8084084,2012-01-01,2014-05-18,868,2014
ARTENGO,CLOTHING,X8279873,TOP,103913,8279873,2013-09-08,2015-06-21,651,2015
TRIBORD,CLOTHING,158431,BIKINI BOTTOM,122211,8363178,2016-04-24,2018-08-12,840,2018
DOMYOS,CLOTHING,X8289233,T-SHIRT,106336,8289233,2013-07-14,2014-05-25,315,2014
NEWFEEL,FOOTWEAR,126414,SHOES,113550,8351384,2016-03-13,2018-07-15,854,2018
KALENJI,FOOTWEAR,X8351506,SHOES,111073,8351506,2015-12-27,2017-03-19,448,2017
FOUGANZA,CLOTHING,X8011803,FLEECE,33697,8011803,2012-01-01,2013-01-27,392,2013
DOMYOS,CLOTHING,14149,T-SHIRT,109026,8306380,2014-03-16,2015-03-22,371,2015
WEDZE,CLOTHING,10806,JACKET,107487,8315987,2014-10-12,2016-01-10,455,2016
QUECHUA,FOOTWEAR,10847,SHOES,88176,8313298,2014-09-21,2015-12-27,462,2015
QUECHUA,CLOTHING,X8203316,T-SHIRT,101866,8203316,2012-02-05,2014-01-05,700,2014
DOMYOS,CLOTHING,8099,SWEATSHIRT,105198,8312211,2014-06-29,2015-04-26,301,2015
TRIBORD,FOOTWEAR,1940,SHOES,86829,8305141,2014-03-02,2015-07-26,511,2015
KALENJI,CLOTHING,100155,T-SHIRT,107435,8353907,2016-02-14,2017-01-08,329,2017
FIFTER,FOOTWEAR,160811,FOOTBALL BOOTS,122609,8391024,2017-07-16,2020-01-19,917,2020
TRIBORD,CLOTHING,X8203032,SWIMMING TRUNKS,65658,8203032,2012-02-26,2015-07-26,1246,2015
QUECHUA,CLOTHING,6792,SHORT-SLEEVED POLO SHIRT,106009,8300184,2014-03-16,2015-07-26,497,2015
ARTENGO,CLOTHING,11715,JACKET,101202,8217299,2012-09-23,2015-06-21,1001,2015
FOUGANZA,CLOTHING,2705,SOCKS,49599,8299564,2014-03-02,2015-04-19,413,2015
DOMYOS,CLOTHING,8875,LEGGINGS,27504,8350713,2015-12-13,2017-06-18,553,2017
DOMYOS,CLOTHING,X8152073,LEOTARD,41626,8152073,2012-01-01,2014-08-03,945,2014
QUECHUA,CLOTHING,X8170685,SOCKS,66994,8170685,2012-01-01,2013-01-27,392,2013
DOMYOS,CLOTHING,159795,JACKET,122441,8367571,2016-07-17,2017-11-26,497,2017
QUECHUA,CLOTHING,147815,DOWN JACKET,117653,8370748,2016-07-24,2018-09-23,791,2018
TRIBORD,CLOTHING,X8153574,FLEECE,62153,8153574,2012-01-08,2012-09-02,238,2012
WEDZE,CLOTHING,9392,JACKET,106724,8313955,2014-08-24,2015-10-25,427,2015
DOMYOS,CLOTHING,300950,SWEATSHIRT,300950,8523459,2019-01-27,2019-11-10,287,2019
DOMYOS,CLOTHING,139286,LEOTARD,114281,8353265,2016-01-24,2020-01-26,1463,2020
QUECHUA,CLOTHING,5311,SHORTS,105687,8383196,2017-03-12,2019-01-06,665,2019
TRIBORD,FOOTWEAR,1955,FLIP-FLOPS,80442,8385937,2016-11-13,2017-06-18,217,2017
DOMYOS,CLOTHING,190071,JACKET,130075,8491038,2018-06-24,2020-09-20,819,2020
DOMYOS,CLOTHING,X8167835,SOCKS,63182,8167835,2012-01-08,2013-12-29,721,2013
TRIBORD,CLOTHING,X8239951,BOARDSHORTS,100498,8239951,2013-03-10,2014-06-29,476,2014
TRIBORD,CLOTHING,11273,BIKINI,103092,8357123,2016-02-28,2017-07-02,490,2017
TRIBORD,FOOTWEAR,4331,FLIP-FLOPS,84300,8358317,2016-02-21,2018-02-11,721,2018
QUECHUA,CLOTHING,X8203247,TROUSERS,100540,8203247,2012-01-15,2013-03-24,434,2013
KALENJI,CLOTHING,145847,RUNNING 3/4 TIGHT,117102,8380671,2017-01-08,2018-02-04,392,2018
TRIBORD,CLOTHING,X8203562,2 PIECES SWIMSUIT,75240,8203562,2012-03-04,2014-07-06,854,2014
KALENJI,FOOTWEAR,118095,SHOES,111169,8352126,2015-12-27,2017-10-01,644,2017
TRIBORD,CLOTHING,X8202102,TROUSERS,66705,8202102,2012-03-18,2016-01-10,1393,2016
QUECHUA,CLOTHING,172247,T-SHIRT,126284,8492287,2018-02-25,2020-01-26,700,2020
TRIBORD,CLOTHING,X8169271,BOARDSHORTS,73077,8169271,2012-02-12,2013-01-27,350,2013
WEDZE,CLOTHING,9344,JACKET,106059,8284043,2013-11-03,2017-05-28,1302,2017
ARTENGO,CLOTHING,146671,SOCKS,117354,8372849,2017-08-13,2018-04-08,238,2018
DOMYOS,CLOTHING,150604,TANK,120768,8394307,2017-06-18,2018-06-24,371,2018
QUECHUA,CLOTHING,108266,SHORT-SLEEVED SHIRT,109250,8356080,2016-02-14,2017-05-28,469,2017
KALENJI,FOOTWEAR,120648,SHOES,112614,8367210,2016-06-19,2017-09-24,462,2017
TARMAK,CLOTHING,5604,T-SHIRT,105788,8408678,2018-01-14,2019-09-29,623,2019
DOMYOS,CLOTHING,170775,T-SHIRT,125556,8503890,2018-07-01,2019-09-01,427,2019
DOMYOS,CLOTHING,X8238490,SURF SHORTY WETSUIT,103418,8238490,2012-12-23,2014-02-23,427,2014
KALENJI,FOOTWEAR,X8341670,SHOES,111073,8341670,2015-06-21,2016-04-03,287,2016
BTWIN,CLOTHING,13158,PADDED CYCLING SHORTS,79769,8200209,2012-03-11,2014-12-28,1022,2014
TRIBORD,CLOTHING,X8243419,2 PIECES SWIMSUIT,103670,8243419,2013-03-10,2015-06-28,840,2015
FOUGANZA,CLOTHING,2739,FLEECE,101956,8505191,2018-08-26,2020-11-22,819,2020
WEDZE,CLOTHING,X8226361,JACKET,100070,8226361,2012-10-28,2014-01-12,441,2014
KIPSTA,FOOTWEAR,6348,FUTSAL SHOES,112303,8327176,2015-06-07,2021-06-20,2205,2021
WEDZE,CLOTHING,X8227859,BASE LAYER,74532,8227859,2012-08-19,2014-02-09,539,2014
INESIS,CLOTHING,X8283181,PULLOVER,102874,8283181,2013-09-29,2016-04-17,931,2016
QUECHUA,CLOTHING,127766,JACKET,113641,8355784,2016-02-07,2019-07-14,1253,2019
KALENJI,CLOTHING,1985,TANK,105618,8325674,2015-01-25,2016-01-10,350,2016
FOUGANZA,CLOTHING,160977,SOCKS,122642,8393128,2017-10-22,2020-08-23,1036,2020
TRIBORD,CLOTHING,122707,JACKET,112940,8367991,2017-08-13,2018-10-21,434,2018
DOMYOS,CLOTHING,X8239476,T-SHIRT,100944,8239476,2013-12-22,2015-12-27,735,2015
FOUGANZA,FOOTWEAR,129792,RIDING BOOTS,3629,8040993,2012-01-01,2018-04-01,2282,2018
DOMYOS,CLOTHING,X8270248,TROUSERS,105450,8270248,2013-01-27,2013-09-08,224,2013
NABAIJI,CLOTHING,14082,2 PIECES SWIMSUIT,108985,8335470,2015-04-12,2016-11-27,595,2016
DOMYOS,CLOTHING,121758,T-SHIRT,112761,8352388,2015-12-27,2017-05-14,504,2017
NYAMBA,CLOTHING,8354,T-SHIRT,103095,8573388,2020-01-05,2021-05-16,497,2021
DOMYOS,CLOTHING,12845,JACKET,108461,8298635,2014-01-05,2019-05-05,1946,2019
WEDZE,CLOTHING,142969,PULLOVER,115309,8371648,2016-10-02,2019-12-22,1176,2019
DOMYOS,CLOTHING,160862,T-SHIRT,122622,8393816,2017-07-09,2018-05-20,315,2018
DOMYOS,CLOTHING,8759,SWEATSHIRT,106565,8312665,2014-06-15,2015-05-17,336,2015
TRIBORD,CLOTHING,X8240191,BOARDSHORTS,73152,8240191,2013-03-31,2017-06-25,1547,2017
NEWFEEL,FOOTWEAR,8961,SHOES,86131,8285117,2013-07-21,2015-05-24,672,2015
TARMAK,CLOTHING,123274,TROUSERS,113159,8397435,2017-07-23,2020-12-27,1253,2020
QUECHUA,FOOTWEAR,13020,SHOES,89269,8316751,2014-11-02,2021-11-28,2583,2021
TRIBORD,CLOTHING,114345,SWIMMING COSTUME,110424,8384274,2017-03-05,2019-04-07,763,2019
TRIBORD,CLOTHING,X8240105,T-SHIRT,104797,8240105,2013-03-17,2016-07-17,1218,2016
KALENJI,CLOTHING,1490,PADDED CYCLING SHORTS,104622,8296510,2014-01-19,2015-06-21,518,2015
WEDZE,CLOTHING,X8225966,JACKET,10000026,8225966,2012-09-16,2013-10-20,399,2013
BTWIN,CLOTHING,10210,SHORT-SLEEVE JERSEY,64368,8354728,2016-04-17,2021-03-14,1792,2021
INESIS,CLOTHING,170719,TROUSERS,125536,8491155,2018-01-28,2019-08-04,553,2019
QUECHUA,CLOTHING,X8156412,FLEECE,69718,8156412,2012-01-08,2012-11-25,322,2012
ARTENGO,CLOTHING,112774,SKIRT,110192,8325581,2015-03-01,2016-07-31,518,2016
QUECHUA,CLOTHING,5400,JACKET,105735,8370283,2016-09-18,2017-12-31,469,2017
NABAIJI,CLOTHING,3789,SWIMMING COSTUME,103655,8321532,2014-08-10,2015-05-31,294,2015
WEDZE,CLOTHING,X8227321,DOWN JACKET,101693,8227321,2012-09-30,2014-01-05,462,2014
DOMYOS,CLOTHING,9662,SPORTS BRA,106917,8326364,2014-12-14,2016-05-22,525,2016
DOMYOS,CLOTHING,X8184243,WRAP-AROUND TOP,77411,8184243,2012-01-22,2012-08-26,217,2012
NABAIJI,CLOTHING,3642,SWIMMING COSTUME,104185,8320828,2014-07-20,2016-07-17,728,2016
KALENJI,FOOTWEAR,100428,SHOES,111096,8379981,2017-01-15,2018-04-08,448,2018
NEWFEEL,FOOTWEAR,8961,SHOES,86131,8310373,2014-07-06,2015-05-10,308,2015
WEDZE,CLOTHING,14998,JACKET,101548,8315916,2014-11-02,2015-10-11,343,2015
QUECHUA,CLOTHING,4352,TROUSERS,103632,8283635,2013-09-08,2016-11-06,1155,2016
WEDZE,CLOTHING,143029,JACKET,115330,8397861,2017-10-08,2021-01-31,1211,2021
ARTENGO,FOOTWEAR,127265,SHOES,113605,8365422,2016-07-24,2018-07-08,714,2018
DOMYOS,CLOTHING,142444,LEGGINGS,115095,8500023,2017-12-31,2018-11-11,315,2018
QUECHUA,CLOTHING,X8189297,FLEECE,60663,8189297,2012-01-01,2013-01-13,378,2013
DOMYOS,CLOTHING,8633,TROUSERS,106519,8311741,2014-06-22,2015-08-30,434,2015
WEDZE,CLOTHING,X8343710,BASE LAYER,109792,8343710,2017-02-05,2018-02-04,364,2018
KALENJI,CLOTHING,117165,SPORTS BRA,111779,8488363,2019-01-20,2020-08-16,574,2020
DOMYOS,CLOTHING,X8240477,TRACKSUIT,102790,8240477,2013-01-06,2014-07-13,553,2014
BTWIN,CLOTHING,10629,LONG-SLEEVED T-SHIRT,107349,8315351,2014-09-14,2016-03-27,560,2016
DOMYOS,CLOTHING,5053,BOXER SHORTS,100931,8238375,2013-01-20,2015-06-14,875,2015
KALENJI,CLOTHING,9751,SOCKS,103203,8351304,2016-01-10,2017-11-12,672,2017
QUECHUA,CLOTHING,5317,JACKET,78924,8283174,2013-10-06,2015-11-08,763,2015
TRIBORD,CLOTHING,X8243346,2 PIECES SWIMSUIT,103680,8243346,2013-03-03,2014-06-08,462,2014
QUECHUA,CLOTHING,169341,SLEEVELESS JACKET,124946,8397282,2017-09-10,2019-05-19,616,2019
KOROK,CLOTHING,180264,SOCKS,127874,8480619,2018-07-15,2021-12-05,1239,2021
NABAIJI,CLOTHING,303365,SWIMMING COSTUME,303365,8545947,2019-03-17,2020-08-16,518,2020
KALENJI,CLOTHING,119285,LONG-SLEEVED T-SHIRT,111384,8341452,2015-09-20,2016-11-06,413,2016
TRIBAN,CLOTHING,100682,JERSEY,107664,8402980,2018-02-18,2021-03-07,1113,2021
DOMYOS,CLOTHING,8629,T-SHIRT,68238,8297026,2014-01-19,2015-07-12,539,2015
KIPSTA,CLOTHING,169221,BASE LAYER,124850,8394379,2017-08-20,2019-10-27,798,2019
DOMYOS,CLOTHING,306488,LEGGING 7/8,306488,8547502,2019-07-21,2021-06-06,686,2021
ARTENGO,CLOTHING,171771,TROUSERS,125985,8394273,2017-08-27,2020-10-18,1148,2020
DOMYOS,CLOTHING,111729,JACKET,109922,8326021,2015-02-08,2017-03-05,756,2017
DOMYOS,CLOTHING,150382,SHORTS,120684,8380308,2017-01-08,2021-12-26,1813,2021
DOMYOS,CLOTHING,162431,SWEATSHIRT,122911,8380425,2016-12-18,2017-09-17,273,2017
ARTENGO,CLOTHING,2389,SOCKS,64446,8372820,2017-02-26,2018-03-11,378,2018
TRIBORD,CLOTHING,9725,SHORT-SLEEVED POLO SHIRT,106928,8356348,2016-03-13,2016-12-25,287,2016
OLAIAN,CLOTHING,174772,BOARDSHORTS,127056,8518065,2019-03-17,2020-09-20,553,2020
SOLOGNAC,CLOTHING,X8100765,JACKET,62581,8100765,2012-01-22,2014-04-13,812,2014
NABAIJI,CLOTHING,3863,SWIMSUIT,75746,8347665,2015-08-09,2017-02-19,560,2017
KIPSTA,CLOTHING,182971,SHORT-SLEEVE JERSEY,128203,8396128,2017-07-09,2019-05-26,686,2019
DOMYOS,CLOTHING,X8201696,LONGJOHNS,100407,8201696,2012-01-08,2013-07-28,567,2013
TRIBORD,CLOTHING,X8277499,SWIMMING COSTUME,103802,8277499,2013-06-09,2014-06-15,371,2014
QUECHUA,CLOTHING,X8156384,SOCKS,69729,8156384,2012-01-01,2014-12-07,1071,2014
QUECHUA,CLOTHING,13398,LONG-SLEEVED T-SHIRT,81710,8343852,2015-10-04,2016-10-16,378,2016
QUECHUA,CLOTHING,12128,FLEECE,104729,8284965,2013-08-11,2015-01-04,511,2015
KIPSTA,FOOTWEAR,116686,FOOTBALL BOOTS,111027,8339534,2015-06-21,2017-07-09,749,2017
BTWIN,CLOTHING,X8153771,SOCKS,69050,8153771,2012-02-05,2015-03-15,1134,2015
SOLOGNAC,CLOTHING,8187,TROUSERS,103132,8241876,2013-03-03,2016-12-11,1379,2016
DOMYOS,CLOTHING,8768,JACKET,106572,8298630,2014-01-05,2015-03-01,420,2015
QUECHUA,CLOTHING,106265,T-SHIRT,108994,8353290,2016-03-06,2017-06-18,469,2017
TRIBORD,CLOTHING,11273,BIKINI,103092,8357124,2016-03-13,2017-05-28,441,2017
DOMYOS,CLOTHING,9661,LONGJOHNS,106916,8298512,2014-01-05,2014-08-31,238,2014
DOMYOS,CLOTHING,8405,JACKET,106404,8295941,2014-01-05,2014-12-28,357,2014
DOMYOS,CLOTHING,X8167834,SOCKS,63182,8167834,2012-01-08,2013-12-22,714,2013
OLAIAN,CLOTHING,174777,BOARDSHORTS,127061,8485982,2018-03-04,2020-07-19,868,2020
DOMYOS,CLOTHING,8695,JACKET,105053,8280354,2013-09-22,2015-04-12,567,2015
DOMYOS,CLOTHING,8493,SHORTS,106460,8296373,2014-01-05,2015-04-05,455,2015
NABAIJI,CLOTHING,177512,SWIM SHORTS,127461,8484056,2018-02-25,2019-08-25,546,2019
WEDZE,CLOTHING,X8227865,BASE LAYER,53588,8227865,2012-09-23,2014-02-02,497,2014
DOMYOS,CLOTHING,151857,LEOTARD,121143,8380596,2017-01-08,2019-03-31,812,2019
ALLSIX,CLOTHING,172908,T-SHIRT,126613,8408156,2018-09-23,2021-10-17,1120,2021
DOMYOS,CLOTHING,8341,TANK,103352,8326065,2015-01-25,2016-01-10,350,2016
TARMAK,CLOTHING,117418,SHORTS,110879,8407769,2018-05-06,2019-08-25,476,2019
TRIBORD,CLOTHING,107945,SWIMMING TRUNKS,107254,8333859,2015-04-26,2017-05-14,749,2017
QUECHUA,CLOTHING,156232,SHORTS,121777,8528231,2019-02-17,2021-03-28,770,2021
DOMYOS,FOOTWEAR,163451,SHOES,123141,8394195,2017-08-13,2021-05-16,1372,2021
TRIBORD,CLOTHING,X8240111,SHORTS,104518,8240111,2013-03-03,2014-08-03,518,2014
INESIS,CLOTHING,3963,SHORT-SLEEVED POLO SHIRT,79934,8241513,2013-01-20,2016-06-12,1239,2016
SOLOGNAC,CLOTHING,X8282139,JACKET,106968,8282139,2013-10-27,2016-09-25,1064,2016
DOMYOS,CLOTHING,142369,LONG-SLEEVED T-SHIRT,115067,8351582,2016-01-10,2017-02-26,413,2017
WEDZE,CLOTHING,160614,TROUSERS,122572,8494554,2018-09-09,2021-01-10,854,2021
QUECHUA,CLOTHING,5343,JACKET,102534,8332482,2015-02-08,2016-01-17,343,2016
NABAIJI,CLOTHING,12207,SWIMMING COSTUME,102690,8402517,2018-01-28,2019-04-14,441,2019
QUECHUA,CLOTHING,5516,LONG-SLEEVED T-SHIRT,100818,8317755,2014-08-10,2016-01-03,511,2016
SIMOND,CLOTHING,133067,JACKET,113853,8358680,2016-02-14,2018-07-22,889,2018
TRIBORD,CLOTHING,164356,SWIMMING COSTUME,123320,8384414,2017-03-05,2018-10-21,595,2018
QUECHUA,CLOTHING,12486,FLEECE,102480,8225498,2012-07-29,2015-02-01,917,2015
DOMYOS,CLOTHING,8910,TANK,103605,8240418,2013-01-27,2015-05-03,826,2015
QUECHUA,CLOTHING,156174,TROUSERS,121771,8383259,2017-02-12,2019-06-09,847,2019
QUECHUA,CLOTHING,X8084685,JACKET,75297,8084685,2012-01-01,2013-01-20,385,2013
BTWIN,CLOTHING,X8199959,SOCKS,68234,8199959,2012-02-12,2013-06-23,497,2013
DOMYOS,CLOTHING,X8201839,CROPPED LEGGINGS,76235,8201839,2012-01-08,2013-03-24,441,2013
DOMYOS,CLOTHING,X8166766,T-SHIRT,58893,8166766,2012-01-01,2015-01-18,1113,2015
QUECHUA,CLOTHING,109227,JACKET,109589,8370584,2016-07-31,2017-12-03,490,2017
KALENJI,CLOTHING,100152,BRIEFS,107432,8489185,2018-03-04,2020-01-05,672,2020
TRIBORD,CLOTHING,108225,SWIMMING TRUNKS,103170,8333521,2015-03-29,2017-01-15,658,2017
KALENJI,CLOTHING,15855,SOCKS,113601,8327613,2015-05-03,2016-07-24,448,2016
KIPSTA,CLOTHING,305382,SHORT-SLEEVE JERSEY,305382,8528984,2019-03-31,2021-09-12,896,2021
QUECHUA,CLOTHING,307651,FLEECE,307651,8548816,2019-07-14,2021-04-11,637,2021
NABAIJI,CLOTHING,X8158611,SWIMMING COSTUME,72975,8158611,2012-01-01,2013-04-14,469,2013
DOMYOS,CLOTHING,8862,TROUSERS,106605,8297015,2013-12-15,2015-02-15,427,2015
TRIBORD,FOOTWEAR,4335,FLIP-FLOPS,84910,8241971,2013-03-31,2015-08-09,861,2015
DOMYOS,CLOTHING,X8285932,SHORTS,106804,8285932,2013-05-12,2014-01-26,259,2014
DOMYOS,CLOTHING,X8218189,LONG-SLEEVED T-SHIRT,72481,8218189,2012-07-29,2013-09-08,406,2013
QUECHUA,CLOTHING,X8225832,FLEECE,103702,8225832,2012-09-09,2013-11-03,420,2013
KALENJI,CLOTHING,145886,RUNNING LONG TIGHT,117140,8394756,2017-09-03,2020-09-13,1106,2020
NYAMBA,CLOTHING,306655,SOCKS,306655,8576358,2019-12-15,2021-06-20,553,2021
QUECHUA,CLOTHING,11828,LONG-SLEEVED T-SHIRT,108028,8316073,2014-08-24,2019-12-29,1953,2019
WEDZE,CLOTHING,10087,LONGJOHNS,107057,8314783,2014-08-17,2017-01-08,875,2017
DOMYOS,CLOTHING,183511,T-SHIRT,128263,8520661,2019-01-27,2021-10-24,1001,2021
DOMYOS,CLOTHING,X8185260,JACKET,80111,8185260,2012-01-15,2012-09-16,245,2012
DOMYOS,CLOTHING,137985,TRACKSUIT,114173,8366974,2016-06-19,2017-10-22,490,2017
DOMYOS,CLOTHING,X8226143,SKIRT,103381,8226143,2012-07-22,2014-04-20,637,2014
DOMYOS,CLOTHING,10008,SHORTS,107044,8297295,2013-12-15,2016-06-26,924,2016
DOMYOS,CLOTHING,8504,T-SHIRT,106466,8307954,2014-03-02,2014-11-30,273,2014
DOMYOS,CLOTHING,141692,LONG-SLEEVED T-SHIRT,114731,8352087,2015-12-27,2016-08-14,231,2016
DOMYOS,CLOTHING,X8217570,JACKET,102381,8217570,2012-07-29,2013-12-29,518,2013
OLAIAN,CLOTHING,143322,BIKINI BOTTOM,115434,8384209,2017-03-05,2018-09-30,574,2018
OLAIAN,CLOTHING,152611,BIKINI BOTTOM,121271,8486603,2018-02-25,2020-07-26,882,2020
NABAIJI,CLOTHING,12216,BIKINI BOTTOM,105255,8336714,2015-06-07,2016-07-31,420,2016
ARTENGO,CLOTHING,104927,SHORTS,109545,8325590,2015-04-05,2017-01-01,637,2017
KALENJI,FOOTWEAR,145877,SHOES,117131,8489265,2018-01-14,2019-11-10,665,2019
DOMYOS,CLOTHING,112273,SHORTS,110062,8341291,2015-06-21,2016-03-27,280,2016
QUECHUA,CLOTHING,146239,JACKET,117325,8504393,2018-09-09,2020-01-05,483,2020
TRIBORD,CLOTHING,5597,JACKET,105176,8282354,2013-09-08,2014-12-28,476,2014
QUECHUA,CLOTHING,6931,LONG-SLEEVED T-SHIRT,80074,8300234,2014-03-02,2017-08-06,1253,2017
TARMAK,CLOTHING,172519,SOCKS,126367,8496512,2018-07-01,2020-09-06,798,2020
DOMYOS,CLOTHING,8307,TANK,106429,8351946,2015-12-27,2018-09-30,1008,2018
QUECHUA,CLOTHING,12491,FLEECE,100273,8369603,2016-07-17,2017-06-18,336,2017
TRIBORD,CLOTHING,X8208491,T-SHIRT,65887,8208491,2012-03-04,2014-04-20,777,2014
DOMYOS,CLOTHING,1472,LONGJOHNS,68029,8296590,2013-12-29,2014-09-14,259,2014
NABAIJI,CLOTHING,3639,SWIMMING COSTUME,104547,8291408,2014-01-12,2019-07-07,2002,2019
TRIBORD,CLOTHING,X8169269,BOARDSHORTS,47658,8169269,2012-01-15,2013-09-22,616,2013
TRIBORD,FOOTWEAR,12628,SANDALS,57430,8333717,2015-03-01,2017-04-16,777,2017
NABAIJI,CLOTHING,123351,SWIMMING JAMMER,113219,8398318,2017-08-06,2018-12-30,511,2018
DOMYOS,CLOTHING,X8219106,LONG-SLEEVED T-SHIRT,103689,8219106,2012-07-08,2013-12-29,539,2013
TRIBORD,CLOTHING,X8240687,T-SHIRT,103995,8240687,2013-03-03,2015-07-05,854,2015
QUECHUA,FOOTWEAR,X8298771,SHOES,85858,8298771,2014-02-02,2016-09-18,959,2016
NABAIJI,CLOTHING,3781,SWIMMING COSTUME,29115,8163060,2012-03-11,2015-04-19,1134,2015
DOMYOS,CLOTHING,9902,SWEATSHIRT,107012,8312177,2014-08-03,2017-04-02,973,2017
TRIBORD,CLOTHING,X8239965,BOARDSHORTS,73078,8239965,2013-04-07,2015-07-05,819,2015
FOUGANZA,CLOTHING,X8186031,SOCKS,59589,8186031,2012-01-01,2014-11-09,1043,2014
DOMYOS,CLOTHING,191199,TROUSERS,122923,8380442,2016-12-18,2017-09-03,259,2017
OLAIAN,CLOTHING,174772,BOARDSHORTS,127056,8518098,2019-03-17,2021-07-18,854,2021
